126,219,7
105,152,5
44,136,4
213,51,3
156,159,5
97,51,7
37,97,10
32,94,10
122,174,1
93,212,3
43,18,5
177,188,5
232,177,10
114,64,5
134,5,1
170,140,1
206,228,10
44,100,9
61,18,10
211,73,7
170,84,7
161,32,9
155,60,3
94,50,2
164,35,2
210,221,6
242,155,1
55,171,10
67,95,9
107,169,3
107,193,8
30,82,9
172,29,5
57,92,2
17,32,5
24,88,3
100,59,4
128,140,3
121,237,8
85,58,3
197,124,3
95,35,2
167,74,3
138,195,6
15,116,1
86,5,8
18,153,4
165,164,4
241,138,1
69,223,3
165,221,6
141,49,2
209,16,10
117,142,5
3,46,9
156,111,10
109,36,9
198,23,6
173,211,2
89,8,3
215,169,2
28,120,9
160,21,8
249,222,8
207,76,1
160,58,2
71,159,4
232,171,10
85,38,2
47,9,4
40,148,4
112,30,9
234,114,1
99,162,5
24,208,7
124,247,1
51,72,7
110,193,7
148,122,2
33,95,5
88,147,1
129,144,4
236,237,9
126,17,9
232,63,6
87,243,7
24,118,3
133,70,7
130,195,10
75,216,2
242,17,5
42,132,8
122,34,9
204,129,9
133,239,7
122,182,5
218,14,3
137,96,2
247,130,3
180,92,10
133,113,3
123,36,1
189,15,2
79,216,10
107,33,9
238,13,7
193,106,6
165,13,2
78,113,2
82,9,5
23,123,5
246,186,5
79,151,7
207,8,4
49,227,5
81,212,5
49,135,10
183,87,3
188,40,8
65,22,7
200,223,2
47,25,8
218,146,1
237,120,4
94,40,5
14,192,10
214,204,5
145,13,2
143,66,3
95,249,2
158,22,6
202,20,10
138,248,8
68,75,9
91,11,1
120,83,4
222,27,4
228,210,8
131,86,8
173,96,8
192,15,10
218,19,1
58,12,4
136,202,6
71,78,2
143,55,4
108,126,3
104,117,10
103,123,5
185,95,7
81,42,4
135,179,6
195,62,10
7,112,9
60,132,2
103,125,1
99,129,9
162,117,6
55,193,10
196,88,6
205,119,9
73,142,5
211,220,1
147,25,2
61,215,3
189,179,6
123,184,2
74,74,3
43,70,8
63,86,5
40,36,4
216,26,6
200,90,3
130,130,8
118,211,3
148,47,6
176,85,9
173,243,10
83,58,1
68,145,3
149,14,9
187,88,3
191,48,10
155,153,3
99,47,10
120,89,8
146,78,10
246,188,9
181,231,7
142,105,5
138,173,9
49,216,10
180,96,9
152,179,5
9,131,5
217,233,2
97,180,1
122,57,7
17,50,2
181,212,5
112,128,10
146,145,7
102,205,3
13,65,9
24,1,7
189,207,8
178,193,4
107,153,1
197,39,9
196,111,1
185,67,2
218,218,5
240,75,6
249,154,4
154,51,3
28,218,2
149,174,10
227,157,2
36,33,2
238,188,1
7,160,8
119,212,10
236,220,1
95,61,9
83,39,9
78,206,9
174,12,9
182,230,9
189,241,1
155,247,4
124,217,6
216,60,10
24,160,10
209,7,4
56,51,3
237,173,2
102,54,7
68,201,5
119,33,3
95,85,3
157,236,8
206,36,2
84,27,5
118,16,9
117,194,4
80,160,3
112,48,8
210,224,9
123,189,5
57,44,1
139,128,5
128,20,1
47,23,3
223,241,3
120,22,7
15,245,6
20,95,3
198,169,6
79,20,2
66,41,1
37,87,7
96,14,1
101,138,1
5,132,7
144,217,3
229,220,5
65,106,7
14,61,4
48,94,10
137,148,6
21,59,10
150,63,7
58,226,4
234,99,8
137,21,6
53,180,1
215,215,2
110,210,6
71,95,3
128,56,1
165,138,2
144,145,5
214,11,6
10,51,6
110,10,9
128,182,8
21,38,8
157,122,6
208,77,1
27,235,10
98,129,7
108,143,6
105,51,8
158,157,8
209,18,2
115,15,9
141,131,8
106,99,6
109,166,8
91,246,2
194,188,7
248,230,9
104,205,10
54,76,3
186,54,2
212,203,9
99,40,3
95,204,3
71,228,5
206,220,3
148,39,10
48,83,10
128,247,7
150,45,6
54,128,9
166,193,7
182,204,8
148,163,2
38,80,2
153,179,9
136,199,9
164,60,9
136,189,9
180,131,2
161,34,6
248,208,7
34,246,5
66,134,10
153,76,2
46,222,3
49,90,8
91,126,5
157,71,6
250,205,7
105,7,7
23,94,2
59,17,4
18,70,3
200,115,2
233,176,6
33,232,5
173,233,7
230,169,1
124,146,4
223,209,8
222,122,3
72,209,1
85,70,5
42,166,8
114,106,10
2,24,2
44,166,4
91,157,2
246,6,8
225,41,2
117,146,2
161,18,9
183,43,10
93,136,1
247,15,4
46,69,9
54,196,10
188,193,8
73,95,1
164,19,4
113,103,5
216,80,2
160,142,6
208,32,7
247,62,5
97,103,10
74,196,1
114,79,10
8,183,6
114,179,5
79,156,10
173,219,3
101,135,10
46,36,8
155,179,5
218,243,10
146,45,7
98,72,7
56,108,5
85,4,7
246,98,8
43,70,2
123,64,1
170,77,9
199,16,2
50,185,8
207,178,4
28,102,5
151,230,1
158,156,10
189,11,2
102,81,6
144,240,5
183,136,6
77,148,7
46,38,6
25,118,4
129,154,3
89,153,7
42,107,5
144,25,4
137,190,8
72,159,1
39,160,9
246,120,9
35,232,6
142,135,7
25,41,9
70,239,7
44,102,8
136,204,4
116,217,7
213,20,3
42,182,8
94,213,4
143,169,6
43,141,3
156,192,5
45,103,7
1,66,4
90,189,7
82,203,9
33,136,7
94,29,5
48,186,2
130,114,9
224,195,2
21,21,7
94,206,4
10,185,6
244,199,9
78,199,6
248,39,7
19,48,1
68,154,5
223,53,6
101,100,1
184,249,10
96,173,2
3,94,8
104,212,4
250,74,9
26,24,10
97,204,3
118,155,4
51,198,10
221,44,2
129,117,4
10,141,9
119,192,10
60,244,8
234,140,10
29,221,8
218,112,3
2,6,6
105,205,2
229,236,10
70,101,1
3,132,2
1,240,1
63,79,10
223,26,3
167,36,9
234,223,10
65,100,1
80,175,3
55,206,1
14,112,8
236,45,8
190,120,6
247,177,9
1,150,6
181,62,3
48,98,6
155,174,3
221,176,7
110,225,10
70,206,7
47,197,3
147,209,9
27,71,9
59,170,1
189,102,4
39,211,7
166,54,3
21,166,10
144,217,6
66,198,6
160,86,4
83,126,7
231,29,8
211,123,6
123,90,5
30,17,6
229,115,8
186,10,5
57,15,3
122,55,4
170,36,7
109,104,9
221,178,5
112,200,4
133,208,10
162,71,10
59,20,9
170,220,8
164,208,1
209,90,4
138,42,1
232,80,9
154,182,1
19,240,8
29,36,9
225,229,7
151,96,8
190,64,8
71,15,10
210,241,5
23,120,4
191,36,6
133,110,10
147,107,2
20,130,10
122,233,10
60,120,6
63,148,9
228,12,6
208,183,8
106,69,3
11,204,5
60,131,2
247,178,4
28,6,10
